HATCHERY Fall Chinook,HATCHERY  Coho,HATCHERY  Chum,HATCHERY Fall Chum,HATCHERY  Pink
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,214
236,270,308,,215
237,270,308,,215
237,270,308,,215
237,270,308,,215
237,270,308,,215
237,270,308,,215
237,270,308,,215
237,270,308,,215
237,270,308,,215
237,270,308,,215
237,271,308,,215
237,271,308,,215
237,272,308,,215
237,272,308,,215
237,272,308,,215
237,272,308,,215
237,272,308,,215
237,272,308,,215
237,272,308,,215
237,272,308,,215
238,272,308,,215
238,272,308,,215
238,272,308,,215
238,272,308,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,215
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
238,272,309,,216
239,272,309,,216
239,272,309,,216
239,272,309,,216
239,272,309,,216
239,272,309,,216
239,272,309,,216
239,273,309,,216
239,273,309,,216
239,273,309,,216
239,273,309,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,273,310,,216
239,274,310,,216
239,274,310,,216
239,274,310,,216
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,274,310,,217
239,275,311,,217
239,275,311,,217
239,275,311,,217
239,275,311,,217
239,275,311,,217
239,275,311,,217
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,218
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,219
239,275,311,,220
240,275,311,,220
240,275,311,,220
240,275,311,,220
240,275,311,,220
240,275,311,,220
240,275,311,,220
240,275,311,,220
240,275,311,,220
240,275,311,,221
240,275,311,,221
240,275,311,,221
240,275,311,,221
240,275,311,,221
240,275,311,,221
240,275,311,,221
240,275,311,,221
240,275,311,,221
240,275,311,,221
240,275,312,,221
240,275,312,,221
240,275,312,,221
240,275,312,,221
240,275,312,,221
240,275,312,,221
240,275,312,,221
240,275,312,,221
240,275,312,,221
240,275,312,,221
241,275,312,,222
241,275,312,,222
241,275,312,,222
241,275,312,,222
241,275,312,,222
241,275,312,,222
241,275,312,,222
241,275,312,,222
241,275,312,,222
241,275,312,,222
241,275,312,,222
241,275,312,,223
241,275,312,,223
241,275,312,,223
241,275,312,,223
241,275,312,,223
241,275,312,,223
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,224
241,275,312,,225
241,275,312,,225
241,275,312,,225
241,275,312,,225
241,275,312,,225
241,275,312,,225
241,275,312,,225
241,275,312,,226
241,275,312,,226
241,275,312,,226
241,275,312,,226
241,275,312,,226
241,275,313,,227
241,275,313,,227
241,275,313,,227
241,275,313,,227
241,275,313,,227
241,275,313,,227
241,275,313,,228
241,275,313,,228
241,275,313,,228
241,275,313,,228
241,275,313,,228
241,275,313,,228
241,275,313,,228
241,275,313,,228
241,275,313,,228
241,275,313,,228
241,275,313,,228
241,275,313,,229
241,275,313,,229
241,275,313,,229
241,275,313,,229
241,275,313,,229
241,275,313,,229
241,275,313,,229
241,275,313,,229
241,275,313,,229
241,275,313,,230
241,275,313,,230
241,275,313,,230
241,275,313,,230
241,275,313,,231
241,275,313,,231
242,275,313,,231
242,275,313,,231
242,275,313,,231
242,275,313,,231
242,275,313,,231
242,275,313,,231
242,275,313,,231
242,275,313,,231
242,275,313,,231
242,275,313,,231
242,275,313,,231
242,275,313,,232
242,275,313,,232
242,275,313,,232
242,275,313,,232
242,275,313,,232
242,275,313,,232
242,275,313,,232
242,275,313,,232
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,233
242,275,313,,234
242,275,313,,234
242,275,313,,234
243,275,313,,234
243,275,313,,234
243,275,313,,234
243,275,313,,234
243,275,313,,234
243,275,313,,234
243,275,313,,235
243,275,313,,235
243,275,313,,235
243,275,313,,235
243,275,313,,235
243,275,313,,235
243,275,313,,235
243,275,313,,235
243,275,313,,236
243,275,313,,236
243,275,313,,236
243,275,313,,236
243,275,313,,237
243,275,313,,237
243,275,313,,237
243,275,313,,238
243,275,313,,238
243,275,313,,238
243,275,313,,238
243,275,313,,239
243,276,313,,239
243,276,313,,239
243,276,313,,239
243,276,313,,239
243,276,313,,239
243,276,313,,239
243,276,313,,240
243,276,313,,240
243,276,313,,241
244,276,313,,241
244,276,313,,241
244,276,313,,241
244,276,313,,241
244,276,313,,242
244,276,313,,242
244,276,313,,243
244,276,313,,244
244,276,313,,244
244,276,313,,244
244,276,313,,244
244,276,313,,244
244,276,313,,245
244,276,314,,245
244,276,314,,245
244,276,314,,245
244,276,314,,245
244,276,314,,245
244,276,314,,246
244,276,314,,246
244,276,314,,246
244,276,314,,246
244,276,314,,246
244,276,314,,246
244,276,314,,247
244,276,314,,247
244,276,314,,247
244,276,314,,248
244,276,314,,248
244,276,314,,248
244,276,314,,248
244,276,314,,248
244,276,314,,248
244,276,314,,248
244,276,314,,248
244,276,314,,248
244,276,314,,248
244,276,314,,249
244,276,314,,249
244,276,314,,249
244,276,314,,249
244,276,314,,249
244,276,314,,249
244,276,314,,249
244,276,314,,249
244,276,314,,249
244,276,314,,249
244,276,314,,249
244,276,314,,249
244,276,314,,249
244,276,314,,250
244,276,314,,250
244,276,314,,250
244,276,314,,250
244,276,314,,250
244,276,315,,250
244,276,315,,250
244,276,315,,250
244,276,315,,250
244,276,315,,250
244,276,315,,250
244,276,315,,250
244,276,315,,250
244,276,315,,250
244,276,315,,250
244,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,251
245,276,315,,252
245,276,315,,252
245,276,315,,252
245,276,315,,252
245,276,315,,252
245,277,315,,252
245,277,315,,252
245,277,315,,252
245,277,315,,253
245,277,315,,253
245,277,315,,253
245,277,315,,253
245,277,315,,253
245,277,315,,253
245,277,315,,253
245,277,315,,254
245,277,315,,254
245,277,315,,254
245,277,315,,255
245,277,315,,255
245,277,315,,255
245,277,315,,256
245,277,315,,258
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,315,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,316,,
246,278,317,,
246,278,317,,
246,278,317,,
246,278,317,,
246,278,317,,
246,278,317,,
246,278,317,,
246,278,317,,
246,278,317,,
246,278,317,,
246,278,317,,
246,278,317,,
246,278,317,,
246,278,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
246,279,317,,
247,279,317,,
247,279,317,,
247,279,317,,
247,279,317,,
247,279,317,,
247,279,317,,
247,279,317,,
247,279,317,,
247,279,317,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,279,318,,
247,280,318,,
247,280,318,,
247,280,318,,
247,280,318,,
247,280,318,,
247,280,318,,
247,280,318,,
247,280,318,,
247,283,318,,
247,283,318,,
247,283,318,,
247,283,318,,
247,283,318,,
247,283,318,,
247,283,318,,
247,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,318,,
248,283,319,,
248,283,319,,
248,283,319,,
248,283,319,,
248,283,319,,
248,283,319,,
248,283,319,,
248,283,319,,
248,283,319,,
248,283,319,,
248,283,319,,
248,284,319,,
248,284,319,,
248,284,319,,
248,284,319,,
248,284,319,,
248,284,319,,
248,284,319,,
248,284,319,,
248,284,319,,
248,284,319,,
248,284,319,,
248,284,319,,
248,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,284,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,287,319,,
249,293,319,,
249,293,319,,
249,299,319,,
249,299,319,,
249,299,319,,
249,299,319,,
249,299,319,,
249,299,319,,
249,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,299,319,,
250,301,319,,
250,301,319,,
250,301,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,319,,
250,302,320,,
250,303,320,,
250,303,320,,
250,303,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,320,,
250,305,321,,
250,305,321,,
250,305,321,,
250,305,321,,
251,305,321,,
251,305,321,,
251,305,321,,
251,305,321,,
251,305,321,,
251,305,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,321,,
251,307,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,310,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,317,322,,
251,322,322,,
251,322,322,,
251,322,322,,
251,322,322,,
251,322,322,,
251,322,322,,
251,322,322,,
251,322,322,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,322,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,323,,
252,335,324,,
252,335,324,,
252,335,324,,
252,335,324,,
252,335,324,,
252,335,324,,
252,335,324,,
252,335,324,,
252,335,324,,
252,335,324,,
252,335,324,,
252,335,324,,
252,335,324,,
252,,324,,
252,,324,,
252,,324,,
252,,324,,
252,,324,,
252,,324,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,325,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,326,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
252,,327,,
253,,327,,
253,,327,,
253,,327,,
253,,327,,
253,,327,,
253,,327,,
253,,327,,
253,,327,,
253,,327,,
253,,327,,
253,,327,,
253,,328,,
253,,328,,
253,,328,,
253,,328,,
253,,328,,
253,,328,,
253,,328,,
253,,328,,
253,,328,,
253,,328,,
