HATCHERY Spring Chinook,HATCHERY Fall Chinook,WILD Winter Steelhead,HATCHERY Summer Steelhead,HATCHERY Winter Steelhead,WILD Type S Coho,HATCHERY Type S Coho,HATCHERY Type N Coho
,280,,,356,,297,336
,280,,,356,,298,336
,280,,,356,,298,336
,280,,,357,,298,336
,280,,,357,,298,336
,280,,,357,,298,336
,280,,,357,,298,336
,280,,,357,,298,336
,280,,,357,,298,336
,280,,,357,,298,336
,280,,,357,,298,336
,280,,,357,,298,336
,280,,,357,,298,336
,281,,,357,,298,336
,281,,,357,,298,336
,281,,,361,,298,336
,281,,,361,,298,336
,281,,,361,,298,336
,281,,,361,,298,336
,281,,,361,,298,336
,281,,,361,,298,337
,281,,,361,,298,337
,281,,,361,,298,337
,281,,,361,,298,337
,281,,,361,,298,337
,281,,,361,,298,338
,282,,,361,,298,338
,282,,,361,,298,338
,282,,,361,,298,338
,282,,,361,,298,338
,282,,,361,,298,338
,282,,,361,,298,338
,282,,,361,,298,338
,282,,,361,,298,338
,282,,,361,,298,338
,283,,,361,,298,338
,283,,,361,,298,338
,283,,,361,,298,338
,284,,,361,,298,338
,284,,,361,,298,338
,284,,,361,,298,338
,284,,,361,,298,338
,284,,,361,,298,338
,284,,,361,,298,338
,284,,,361,,298,338
,284,,,361,,298,338
,284,,,361,,298,338
,284,,,361,,298,338
,284,,,361,,298,338
,285,,,361,,298,338
,286,,,361,,298,338
,286,,,361,,298,338
,286,,,361,,298,338
,286,,,361,,298,338
,286,,,361,,298,338
,286,,,361,,298,338
,286,,,361,,299,339
,286,,,361,,299,339
,286,,,361,,299,339
,287,,,361,,299,339
,287,,,361,,299,339
,287,,,361,,299,339
,288,,,361,,299,339
,288,,,361,,299,339
,288,,,361,,299,339
,288,,,361,,299,339
,289,,,361,,299,339
,289,,,361,,299,339
,289,,,361,,299,339
,289,,,361,,299,339
,291,,,361,,299,339
,291,,,361,,299,339
,291,,,361,,300,339
,291,,,361,,300,340
,291,,,361,,300,340
,292,,,361,,300,340
,293,,,361,,300,340
,294,,,361,,300,340
,295,,,361,,300,340
,296,,,361,,300,340
,300,,,361,,300,340
,302,,,361,,300,340
,303,,,361,,300,340
,,,,361,,301,340
,,,,361,,301,340
,,,,361,,301,340
,,,,361,,301,340
,,,,361,,301,340
,,,,361,,301,340
,,,,361,,301,340
,,,,361,,301,340
,,,,361,,301,340
,,,,361,,301,340
,,,,361,,301,340
,,,,362,,301,340
,,,,362,,301,340
,,,,362,,301,340
,,,,362,,301,342
,,,,362,,301,342
,,,,362,,301,342
,,,,362,,301,342
,,,,362,,301,342
,,,,362,,301,342
,,,,362,,301,342
,,,,362,,301,342
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,301,343
,,,,362,,302,343
,,,,362,,302,343
,,,,362,,302,343
,,,,362,,302,343
,,,,362,,302,343
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,302,344
,,,,362,,303,344
,,,,362,,303,344
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,345
,,,,363,,303,346
,,,,363,,303,346
,,,,363,,303,346
,,,,363,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,364,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,303,346
,,,,,,304,347
,,,,,,304,350
,,,,,,304,350
,,,,,,304,350
,,,,,,304,350
,,,,,,304,350
,,,,,,304,350
,,,,,,304,350
,,,,,,304,350
,,,,,,304,350
,,,,,,304,350
,,,,,,304,350
,,,,,,305,350
,,,,,,305,350
,,,,,,305,350
,,,,,,305,350
,,,,,,305,350
,,,,,,305,350
,,,,,,305,350
,,,,,,305,350
,,,,,,305,350
,,,,,,305,350
,,,,,,305,350
,,,,,,305,350
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,351
,,,,,,305,352
,,,,,,305,352
,,,,,,305,352
,,,,,,305,352
,,,,,,305,352
,,,,,,305,352
,,,,,,305,352
,,,,,,305,352
,,,,,,305,352
,,,,,,305,352
,,,,,,305,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,306,352
,,,,,,307,352
,,,,,,307,352
,,,,,,307,352
,,,,,,309,352
,,,,,,309,352
,,,,,,309,352
,,,,,,309,352
,,,,,,309,353
,,,,,,309,353
,,,,,,309,353
,,,,,,309,354
,,,,,,309,354
,,,,,,309,354
,,,,,,309,354
,,,,,,312,354
,,,,,,312,354
,,,,,,312,354
,,,,,,312,354
,,,,,,312,355
,,,,,,312,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,355
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,317,356
,,,,,,319,356
,,,,,,319,356
,,,,,,319,356
,,,,,,319,357
,,,,,,319,357
,,,,,,319,357
,,,,,,320,357
,,,,,,322,357
,,,,,,322,357
,,,,,,322,357
,,,,,,325,357
,,,,,,325,357
,,,,,,325,357
,,,,,,325,358
,,,,,,325,358
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,325,361
,,,,,,329,361
,,,,,,329,362
,,,,,,329,362
,,,,,,329,362
,,,,,,329,362
,,,,,,329,362
,,,,,,329,362
,,,,,,329,362
,,,,,,329,362
,,,,,,336,363
,,,,,,337,363
,,,,,,337,363
,,,,,,337,363
,,,,,,,364
,,,,,,,364
